grp,vcov,sdcor,Percent,Rmse,Heritability,R_squared,Env.DAP,Vegetation.Index,DAP,Year,Env
Residual,6.46078221038999e-05,0.00803789911008467,43.67,0.00689461624762299,0.409,0.56327512139602,TXH1.2020.28,NGRDI_median,28,2020,TXH1.2020
Pedigree,2.42640398777716e-05,0.00492585422823003,4.9,0.00844833108183285,0.341,0.811129929461566,TXH1.2020.28,NRMBI_mean,28,2020,TXH1.2020
Pass,5.10389408014442e-05,0.00714415430974473,10.3,0.00844833108183285,0.341,0.811129929461566,TXH1.2020.28,NRMBI_mean,28,2020,TXH1.2020
Range,0.000268978925949823,0.016400577000515,54.27,0.00844833108183285,0.341,0.811129929461566,TXH1.2020.28,NRMBI_mean,28,2020,TXH1.2020
Replicate,5.77267464930155e-05,0.00759781195430734,11.65,0.00844833108183285,0.341,0.811129929461566,TXH1.2020.28,NRMBI_mean,28,2020,TXH1.2020
Residual,9.36069548347509e-05,0.00967506872506604,18.89,0.00844833108183285,0.341,0.811129929461566,TXH1.2020.28,NRMBI_mean,28,2020,TXH1.2020
Pedigree,5.01568969207437e-05,0.00708215340985661,6.02,0.00854879548316271,0.489,0.873942515231066,TXH1.2020.28,NRMBI_median,28,2020,TXH1.2020
Pass,7.95867317787879e-05,0.00892113960090234,9.56,0.00854879548316271,0.489,0.873942515231066,TXH1.2020.28,NRMBI_median,28,2020,TXH1.2020
Range,0.000478518029320519,0.0218750549558285,57.47,0.00854879548316271,0.489,0.873942515231066,TXH1.2020.28,NRMBI_median,28,2020,TXH1.2020
Replicate,0.00011938480101815,0.0109263352052804,14.34,0.00854879548316271,0.489,0.873942515231066,TXH1.2020.28,NRMBI_median,28,2020,TXH1.2020
Residual,0.000104955738883037,0.0102447908169487,12.61,0.00854879548316271,0.489,0.873942515231066,TXH1.2020.28,NRMBI_median,28,2020,TXH1.2020
Pedigree,1.06577756914039e-06,0.00103236503676771,2.79,0.00517645048283564,0.067,0.226278128928127,TXH1.2020.28,RCC_mean,28,2020,TXH1.2020
Pass,2.74844050397061e-06,0.00165784212275193,7.2,0.00517645048283564,0.067,0.226278128928127,TXH1.2020.28,RCC_mean,28,2020,TXH1.2020
Range,4.81885499847666e-06,0.00219518905757036,12.63,0.00517645048283564,0.067,0.226278128928127,TXH1.2020.28,RCC_mean,28,2020,TXH1.2020
Replicate,4.00587881957095e-15,6.32920122888422e-08,0,0.00517645048283564,0.067,0.226278128928127,TXH1.2020.28,RCC_mean,28,2020,TXH1.2020
Residual,2.95194126130948e-05,0.00543317702758661,77.37,0.00517645048283564,0.067,0.226278128928127,TXH1.2020.28,RCC_mean,28,2020,TXH1.2020
Pedigree,2.05906152295064e-06,0.00143494303822509,7.5,0.00264657686933472,0.313,0.67014546150071,TXH1.2020.28,RCC_median,28,2020,TXH1.2020
Pass,7.47575983219384e-06,0.00273418357690076,27.24,0.00264657686933472,0.313,0.67014546150071,TXH1.2020.28,RCC_median,28,2020,TXH1.2020
Range,7.23005502360277e-06,0.00268887616367931,26.34,0.00264657686933472,0.313,0.67014546150071,TXH1.2020.28,RCC_median,28,2020,TXH1.2020
Replicate,1.62874688021697e-06,0.00127622367953936,5.93,0.00264657686933472,0.313,0.67014546150071,TXH1.2020.28,RCC_median,28,2020,TXH1.2020
Residual,9.05358681058385e-06,0.00300891788033237,32.99,0.00264657686933472,0.313,0.67014546150071,TXH1.2020.28,RCC_median,28,2020,TXH1.2020
Pedigree,0.000122958974914967,0.0110886867984882,21.78,0.0151859662939153,0.438,0.442039126536977,TXH1.2020.28,RdivB_mean,28,2020,TXH1.2020
Pass,7.93725887066087e-05,0.00890912951452658,14.06,0.0151859662939153,0.438,0.442039126536977,TXH1.2020.28,RdivB_mean,28,2020,TXH1.2020
Range,4.45652738000709e-05,0.00667572271743449,7.89,0.0151859662939153,0.438,0.442039126536977,TXH1.2020.28,RdivB_mean,28,2020,TXH1.2020
Replicate,2.69228652836628e-06,0.00164081885909636,0.48,0.0151859662939153,0.438,0.442039126536977,TXH1.2020.28,RdivB_mean,28,2020,TXH1.2020
Residual,0.000315042169902511,0.0177494273119588,55.8,0.0151859662939153,0.438,0.442039126536977,TXH1.2020.28,RdivB_mean,28,2020,TXH1.2020
Pedigree,6.73010017161153e-05,0.0082037187735877,6.37,0.00960605534559349,0.502,0.873551185856245,TXH1.2020.28,RdivB_median,28,2020,TXH1.2020
Pass,8.83581407217166e-05,0.00939990110169871,8.37,0.00960605534559349,0.502,0.873551185856245,TXH1.2020.28,RdivB_median,28,2020,TXH1.2020
Range,0.000617752686721005,0.024854631092032,58.51,0.00960605534559349,0.502,0.873551185856245,TXH1.2020.28,RdivB_median,28,2020,TXH1.2020
Replicate,0.00014884396965102,0.0122001626895308,14.1,0.00960605534559349,0.502,0.873551185856245,TXH1.2020.28,RdivB_median,28,2020,TXH1.2020
Residual,0.000133498933989083,0.0115541738773953,12.64,0.00960605534559349,0.502,0.873551185856245,TXH1.2020.28,RdivB_median,28,2020,TXH1.2020
Pedigree,0,0,0,0.00805165301434617,0,0.678813155405873,TXH1.2020.28,RGBVI_mean,28,2020,TXH1.2020
Pass,1.64563403390504e-05,0.00405664150980222,7.51,0.00805165301434617,0,0.678813155405873,TXH1.2020.28,RGBVI_mean,28,2020,TXH1.2020
Range,0.000118562528414169,0.0108886421749532,54.09,0.00805165301434617,0,0.678813155405873,TXH1.2020.28,RGBVI_mean,28,2020,TXH1.2020
Replicate,1.37640680023976e-05,0.00370999568765216,6.28,0.00805165301434617,0,0.678813155405873,TXH1.2020.28,RGBVI_mean,28,2020,TXH1.2020
Residual,7.03980493091823e-05,0.00839035454013609,32.12,0.00805165301434617,0,0.678813155405873,TXH1.2020.28,RGBVI_mean,28,2020,TXH1.2020
Pedigree,7.04220269758516e-05,0.0083917833012925,14.23,0.0105735514239669,0.471,0.680275305332035,TXH1.2020.28,RGBVI_median,28,2020,TXH1.2020
Pass,0.000115312985986974,0.0107383884259685,23.3,0.0105735514239669,0.471,0.680275305332035,TXH1.2020.28,RGBVI_median,28,2020,TXH1.2020
Range,0.000150992463133159,0.0122878990528552,30.5,0.0105735514239669,0.471,0.680275305332035,TXH1.2020.28,RGBVI_median,28,2020,TXH1.2020
Replicate,0,0,0,0.0105735514239669,0.471,0.680275305332035,TXH1.2020.28,RGBVI_median,28,2020,TXH1.2020
Residual,0.000158259587901042,0.0125801267044908,31.97,0.0105735514239669,0.471,0.680275305332035,TXH1.2020.28,RGBVI_median,28,2020,TXH1.2020
Pedigree,5.4510984729233e-06,0.00233475876118354,8.61,0.00263730961099795,0.518,0.839744454232754,TXH1.2020.28,RminusB_mean,28,2020,TXH1.2020
Pass,5.62185316990299e-06,0.00237104474228197,8.88,0.00263730961099795,0.518,0.839744454232754,TXH1.2020.28,RminusB_mean,28,2020,TXH1.2020
Range,3.39170386409757e-05,0.00582383367215924,53.57,0.00263730961099795,0.518,0.839744454232754,TXH1.2020.28,RminusB_mean,28,2020,TXH1.2020
Replicate,8.17974624638228e-06,0.00286002556743507,12.92,0.00263730961099795,0.518,0.839744454232754,TXH1.2020.28,RminusB_mean,28,2020,TXH1.2020
Residual,1.01468311020053e-05,0.00318540909492098,16.03,0.00263730961099795,0.518,0.839744454232754,TXH1.2020.28,RminusB_mean,28,2020,TXH1.2020
Pedigree,5.84707753285732e-07,0.000764661855518982,9.83,0.00183836595226238,0.225,0.321613810801871,TXH1.2020.28,RminusB_median,28,2020,TXH1.2020
Pass,3.57115835183158e-07,0.000597591696046019,6,0.00183836595226238,0.225,0.321613810801871,TXH1.2020.28,RminusB_median,28,2020,TXH1.2020
Range,9.71542187748315e-07,0.000985668396443913,16.33,0.00183836595226238,0.225,0.321613810801871,TXH1.2020.28,RminusB_median,28,2020,TXH1.2020
Replicate,9.76988944893187e-15,9.88427511198058e-08,0,0.00183836595226238,0.225,0.321613810801871,TXH1.2020.28,RminusB_median,28,2020,TXH1.2020
Residual,4.03589920738041e-06,0.00200895475493611,67.84,0.00183836595226238,0.225,0.321613810801871,TXH1.2020.28,RminusB_median,28,2020,TXH1.2020
Pedigree,0.000161631534702798,0.0127134391374953,11.78,0.0157932150698149,0.477,0.741195867214116,TXH1.2020.28,TGI_mean,28,2020,TXH1.2020
Pass,0.000263432148538275,0.0162305929817205,19.2,0.0157932150698149,0.477,0.741195867214116,TXH1.2020.28,TGI_mean,28,2020,TXH1.2020
Range,0.000560978531906598,0.0236849853685114,40.89,0.0157932150698149,0.477,0.741195867214116,TXH1.2020.28,TGI_mean,28,2020,TXH1.2020
Replicate,3.0856527831385e-05,0.00555486523971419,2.25,0.0157932150698149,0.477,0.741195867214116,TXH1.2020.28,TGI_mean,28,2020,TXH1.2020
Residual,0.000355071593014865,0.0188433434669876,25.88,0.0157932150698149,0.477,0.741195867214116,TXH1.2020.28,TGI_mean,28,2020,TXH1.2020
Pedigree,0.00348474252518285,0.0590317077949033,11.05,0.139917164544172,0.231,0.26291141480099,TXH1.2020.28,TGI_median,28,2020,TXH1.2020
Pass,0.00378413437273571,0.0615153181958422,11.99,0.139917164544172,0.231,0.26291141480099,TXH1.2020.28,TGI_median,28,2020,TXH1.2020
Range,0.000128303622249198,0.0113271188856301,0.41,0.139917164544172,0.231,0.26291141480099,TXH1.2020.28,TGI_median,28,2020,TXH1.2020
Replicate,0.000897442542801234,0.0299573453897576,2.84,0.139917164544172,0.231,0.26291141480099,TXH1.2020.28,TGI_median,28,2020,TXH1.2020
Residual,0.0232544942290573,0.152494243265302,73.71,0.139917164544172,0.231,0.26291141480099,TXH1.2020.28,TGI_median,28,2020,TXH1.2020
Pedigree,2.62157350887041e-07,0.000512013037809625,0.41,0.00622498152422394,0.012,0.33614999394477,TXH1.2020.28,TNDGR_mean,28,2020,TXH1.2020
Pass,6.76730353901963e-06,0.00260140414757485,10.7,0.00622498152422394,0.012,0.33614999394477,TXH1.2020.28,TNDGR_mean,28,2020,TXH1.2020
Range,1.42329406174229e-05,0.0037726569705478,22.5,0.00622498152422394,0.012,0.33614999394477,TXH1.2020.28,TNDGR_mean,28,2020,TXH1.2020
Replicate,0,0,0,0.00622498152422394,0.012,0.33614999394477,TXH1.2020.28,TNDGR_mean,28,2020,TXH1.2020
Residual,4.19903186781213e-05,0.00647999372516064,66.39,0.00622498152422394,0.012,0.33614999394477,TXH1.2020.28,TNDGR_mean,28,2020,TXH1.2020
Pedigree,1.01796191896289e-05,0.0031905515494392,11.52,0.00540352601468367,0.347,0.566376058635688,TXH1.2020.28,TNDGR_median,28,2020,TXH1.2020
Pass,2.96846755446975e-05,0.00544836448346635,33.58,0.00540352601468367,0.347,0.566376058635688,TXH1.2020.28,TNDGR_median,28,2020,TXH1.2020
Range,7.33508576461925e-06,0.00270833634628701,8.3,0.00540352601468367,0.347,0.566376058635688,TXH1.2020.28,TNDGR_median,28,2020,TXH1.2020
Replicate,2.86234072193055e-06,0.0016918453599341,3.24,0.00540352601468367,0.347,0.566376058635688,TXH1.2020.28,TNDGR_median,28,2020,TXH1.2020
Residual,3.8327822188616e-05,0.0061909467925848,43.36,0.00540352601468367,0.347,0.566376058635688,TXH1.2020.28,TNDGR_median,28,2020,TXH1.2020
Pedigree,1.25980195616599e-05,0.003549368896249,10.95,0.00799634943605218,0.244,0.321939352157409,TXH1.2020.28,VARI_mean,28,2020,TXH1.2020
Pass,1.62332630500378e-05,0.00402905237618447,14.11,0.00799634943605218,0.244,0.321939352157409,TXH1.2020.28,VARI_mean,28,2020,TXH1.2020
Range,8.19589292313352e-06,0.00286284699610956,7.13,0.00799634943605218,0.244,0.321939352157409,TXH1.2020.28,VARI_mean,28,2020,TXH1.2020
Replicate,0,0,0,0.00799634943605218,0.244,0.321939352157409,TXH1.2020.28,VARI_mean,28,2020,TXH1.2020
Residual,7.79857152059289e-05,0.00883095211208445,67.81,0.00799634943605218,0.244,0.321939352157409,TXH1.2020.28,VARI_mean,28,2020,TXH1.2020
Pedigree,6.43166606028142e-05,0.00801976686711118,15.22,0.0118152936020451,0.405,0.552485263979968,TXH1.2020.28,VARI_median,28,2020,TXH1.2020
Pass,0.000137058293921743,0.0117071898388018,32.43,0.0118152936020451,0.405,0.552485263979968,TXH1.2020.28,VARI_median,28,2020,TXH1.2020
Range,3.21164646774538e-05,0.0056671390204806,7.6,0.0118152936020451,0.405,0.552485263979968,TXH1.2020.28,VARI_median,28,2020,TXH1.2020
Replicate,1.83794735526422e-10,1.35570917060563e-05,0,0.0118152936020451,0.405,0.552485263979968,TXH1.2020.28,VARI_median,28,2020,TXH1.2020
Residual,0.000189128905131797,0.0137524145200687,44.75,0.0118152936020451,0.405,0.552485263979968,TXH1.2020.28,VARI_median,28,2020,TXH1.2020
Pedigree,0.000175688668427094,0.0132547602176386,20.38,0.0161419625779295,0.487,0.570119363011128,TXH1.2020.28,VEG_mean,28,2020,TXH1.2020
Pass,0.000262251081022019,0.0161941681176286,30.43,0.0161419625779295,0.487,0.570119363011128,TXH1.2020.28,VEG_mean,28,2020,TXH1.2020
Range,4.44954587468424e-05,0.00667049164206375,5.16,0.0161419625779295,0.487,0.570119363011128,TXH1.2020.28,VEG_mean,28,2020,TXH1.2020
Replicate,8.9610234970411e-06,0.00299349686771861,1.04,0.0161419625779295,0.487,0.570119363011128,TXH1.2020.28,VEG_mean,28,2020,TXH1.2020
Residual,0.000370521927160003,0.0192489461311523,42.99,0.0161419625779295,0.487,0.570119363011128,TXH1.2020.28,VEG_mean,28,2020,TXH1.2020
Pedigree,0.000122106618779452,0.0110501863685393,22.63,0.0120191298877118,0.535,0.606697345938877,TXH1.2020.28,VEG_median,28,2020,TXH1.2020
Pass,0.0001442043918376,0.012008513306717,26.72,0.0120191298877118,0.535,0.606697345938877,TXH1.2020.28,VEG_median,28,2020,TXH1.2020
Range,4.15271784801823e-05,0.00644415847727089,7.69,0.0120191298877118,0.535,0.606697345938877,TXH1.2020.28,VEG_median,28,2020,TXH1.2020
Replicate,1.95914822109122e-05,0.00442622663347824,3.63,0.0120191298877118,0.535,0.606697345938877,TXH1.2020.28,VEG_median,28,2020,TXH1.2020
Residual,0.000212262274766616,0.0145692235471427,39.33,0.0120191298877118,0.535,0.606697345938877,TXH1.2020.28,VEG_median,28,2020,TXH1.2020
Pedigree,5.8036548705649,2.40907759745611,5.5,4.13939812409169,0.34,0.786306695254681,TXH1.2020.28,Red,28,2020,TXH1.2020
Pass,27.4223426625853,5.23663466957409,25.99,4.13939812409169,0.34,0.786306695254681,TXH1.2020.28,Red,28,2020,TXH1.2020
Range,23.9778635358458,4.89671967094766,22.72,4.13939812409169,0.34,0.786306695254681,TXH1.2020.28,Red,28,2020,TXH1.2020
Replicate,25.766845716605,5.07610536894231,24.42,4.13939812409169,0.34,0.786306695254681,TXH1.2020.28,Red,28,2020,TXH1.2020
Residual,22.5488154139744,4.74855929877414,21.37,4.13939812409169,0.34,0.786306695254681,TXH1.2020.28,Red,28,2020,TXH1.2020
Pedigree,4.62320916601494,2.15016491600411,5.8,2.93197314157246,0.436,0.849719959760858,TXH1.2020.28,Green,28,2020,TXH1.2020
Pass,13.0047071177856,3.60620397617572,16.32,2.93197314157246,0.436,0.849719959760858,TXH1.2020.28,Green,28,2020,TXH1.2020
Range,30.9390893242536,5.56229173311267,38.83,2.93197314157246,0.436,0.849719959760858,TXH1.2020.28,Green,28,2020,TXH1.2020
Replicate,19.1318499091017,4.37399701750032,24.01,2.93197314157246,0.436,0.849719959760858,TXH1.2020.28,Green,28,2020,TXH1.2020
Residual,11.9731055089318,3.46021755225474,15.03,2.93197314157246,0.436,0.849719959760858,TXH1.2020.28,Green,28,2020,TXH1.2020
Pedigree,2.9159958912364,1.70762873343019,3.8,2.49726101811725,0.407,0.889349835200658,TXH1.2020.28,Blue,28,2020,TXH1.2020
Pass,4.76933560649497,2.18388085904313,6.22,2.49726101811725,0.407,0.889349835200658,TXH1.2020.28,Blue,28,2020,TXH1.2020
Range,60.5143693831719,7.77909823714625,78.91,2.49726101811725,0.407,0.889349835200658,TXH1.2020.28,Blue,28,2020,TXH1.2020
Replicate,0,0,0,2.49726101811725,0.407,0.889349835200658,TXH1.2020.28,Blue,28,2020,TXH1.2020
Residual,8.48519653690066,2.91293606811077,11.07,2.49726101811725,0.407,0.889349835200658,TXH1.2020.28,Blue,28,2020,TXH1.2020
Pedigree,3.48779274114914,1.86756331650339,5.03,2.92142323876708,0.378,0.834466194297958,TXH1.2020.28,BI,28,2020,TXH1.2020
Pass,11.8192385901575,3.43791195206589,17.04,2.92142323876708,0.378,0.834466194297958,TXH1.2020.28,BI,28,2020,TXH1.2020
Range,31.4588195914961,5.60881623798606,45.36,2.92142323876708,0.378,0.834466194297958,TXH1.2020.28,BI,28,2020,TXH1.2020
Replicate,11.1113485078653,3.33336894265626,16.02,2.92142323876708,0.378,0.834466194297958,TXH1.2020.28,BI,28,2020,TXH1.2020
Residual,11.4811518436583,3.38838484290942,16.55,2.92142323876708,0.378,0.834466194297958,TXH1.2020.28,BI,28,2020,TXH1.2020
Pedigree,2.17839082037715e-05,0.00466732345180528,19.69,0.00386919562685271,0.648,0.78568433195215,TXH1.2020.28,GLI,28,2020,TXH1.2020
Pass,9.5923877910555e-06,0.00309715801841874,8.67,0.00386919562685271,0.648,0.78568433195215,TXH1.2020.28,GLI,28,2020,TXH1.2020
Range,4.53187914105107e-05,0.00673192330693916,40.95,0.00386919562685271,0.648,0.78568433195215,TXH1.2020.28,GLI,28,2020,TXH1.2020
Replicate,1.02486172876272e-05,0.00320134616804043,9.26,0.00386919562685271,0.648,0.78568433195215,TXH1.2020.28,GLI,28,2020,TXH1.2020
Residual,2.37161381435853e-05,0.00486992178002741,21.43,0.00386919562685271,0.648,0.78568433195215,TXH1.2020.28,GLI,28,2020,TXH1.2020
Pedigree,1.87024979306602e-05,0.00432463847398372,11.13,0.00644568366728221,0.399,0.664425749132255,TXH1.2020.28,NGRDI,28,2020,TXH1.2020
Pass,6.24412468122376e-05,0.00790197739886907,37.15,0.00644568366728221,0.399,0.664425749132255,TXH1.2020.28,NGRDI,28,2020,TXH1.2020
Range,1.59062969486215e-05,0.00398826991922832,9.46,0.00644568366728221,0.399,0.664425749132255,TXH1.2020.28,NGRDI,28,2020,TXH1.2020
Replicate,1.46240951776772e-05,0.00382414633319349,8.7,0.00644568366728221,0.399,0.664425749132255,TXH1.2020.28,NGRDI,28,2020,TXH1.2020
Residual,5.6402035697932e-05,0.00751012887359012,33.56,0.00644568366728221,0.399,0.664425749132255,TXH1.2020.28,NGRDI,28,2020,TXH1.2020
Pedigree,5.44623490477206e-05,0.00737986104528538,8.41,0.0119596896831219,0.364,0.70578499113845,TXH1.2020.28,VARI,28,2020,TXH1.2020
Pass,0.000232724616754765,0.0152553143774478,35.93,0.0119596896831219,0.364,0.70578499113845,TXH1.2020.28,VARI,28,2020,TXH1.2020
Range,8.91388285521067e-05,0.00944133616349437,13.76,0.0119596896831219,0.364,0.70578499113845,TXH1.2020.28,VARI,28,2020,TXH1.2020
Replicate,8.08568852733649e-05,0.00899204566677488,12.48,0.0119596896831219,0.364,0.70578499113845,TXH1.2020.28,VARI,28,2020,TXH1.2020
Residual,0.000190582128873438,0.0138051486364124,29.42,0.0119596896831219,0.364,0.70578499113845,TXH1.2020.28,VARI,28,2020,TXH1.2020
Pedigree,9.74859770222608e-05,0.00987349872245198,5.08,0.012389389504588,0.472,0.886198376931725,TXH1.2020.28,BGI,28,2020,TXH1.2020
Pass,0.000180125467111497,0.0134210829336346,9.39,0.012389389504588,0.472,0.886198376931725,TXH1.2020.28,BGI,28,2020,TXH1.2020
Range,0.000901209718879013,0.0300201552107749,46.99,0.012389389504588,0.472,0.886198376931725,TXH1.2020.28,BGI,28,2020,TXH1.2020
Replicate,0.000520847096269547,0.0228220747582148,27.16,0.012389389504588,0.472,0.886198376931725,TXH1.2020.28,BGI,28,2020,TXH1.2020
Residual,0.000218263778877197,0.0147737530396713,11.38,0.012389389504588,0.472,0.886198376931725,TXH1.2020.28,BGI,28,2020,TXH1.2020
Pedigree,5.36326321792966e-05,0.00732343035600781,5.03,0.0114567436779293,0.378,0.834450800022079,TXH1.2020.28,BI_new,28,2020,TXH1.2020
Pass,0.000181757088736828,0.0134817316668456,17.04,0.0114567436779293,0.378,0.834450800022079,TXH1.2020.28,BI_new,28,2020,TXH1.2020
Range,0.000483900813820681,0.02199774565315,45.37,0.0114567436779293,0.378,0.834450800022079,TXH1.2020.28,BI_new,28,2020,TXH1.2020
Replicate,0.000170704029439216,0.0130653752123395,16.01,0.0114567436779293,0.378,0.834450800022079,TXH1.2020.28,BI_new,28,2020,TXH1.2020
Residual,0.000176568694140075,0.0132879153421473,16.55,0.0114567436779293,0.378,0.834450800022079,TXH1.2020.28,BI_new,28,2020,TXH1.2020
Pedigree,2.17839082470561e-05,0.00466732345644226,19.69,0.00386919562653376,0.648,0.785684327929317,TXH1.2020.28,GLI_new,28,2020,TXH1.2020
Pass,9.59238770913435e-06,0.00309715800519353,8.67,0.00386919562653376,0.648,0.785684327929317,TXH1.2020.28,GLI_new,28,2020,TXH1.2020
Range,4.53187919883432e-05,0.00673192334985651,40.95,0.00386919562653376,0.648,0.785684327929317,TXH1.2020.28,GLI_new,28,2020,TXH1.2020
Replicate,1.02486146707786e-05,0.00320134575932976,9.26,0.00386919562653376,0.648,0.785684327929317,TXH1.2020.28,GLI_new,28,2020,TXH1.2020
Residual,2.37161381434486e-05,0.00486992178001338,21.43,0.00386919562653376,0.648,0.785684327929317,TXH1.2020.28,GLI_new,28,2020,TXH1.2020
Pedigree,1.86999281533418e-05,0.00432434135485877,11.13,0.00644591605421326,0.399,0.664271927168401,TXH1.2020.28,NGRDI_new,28,2020,TXH1.2020
Pass,6.24450155626583e-05,0.0079022158640889,37.17,0.00644591605421326,0.399,0.664271927168401,TXH1.2020.28,NGRDI_new,28,2020,TXH1.2020
Range,1.58983861389715e-05,0.00398727803632648,9.46,0.00644591605421326,0.399,0.664271927168401,TXH1.2020.28,NGRDI_new,28,2020,TXH1.2020
Replicate,1.45597251218215e-05,0.00381572078666947,8.67,0.00644591605421326,0.399,0.664271927168401,TXH1.2020.28,NGRDI_new,28,2020,TXH1.2020
Residual,5.64050308872667e-05,0.00751032828092532,33.57,0.00644591605421326,0.399,0.664271927168401,TXH1.2020.28,NGRDI_new,28,2020,TXH1.2020
Pedigree,9.74858663503112e-05,0.00987349311795533,5.08,0.0123893926084673,0.472,0.886193310303257,TXH1.2020.28,BGI_new,28,2020,TXH1.2020
Pass,0.000180129495258846,0.0134212330006913,9.39,0.0123893926084673,0.472,0.886193310303257,TXH1.2020.28,BGI_new,28,2020,TXH1.2020
Range,0.000901153497811526,0.0300192188074827,46.99,0.0123893926084673,0.472,0.886193310303257,TXH1.2020.28,BGI_new,28,2020,TXH1.2020
Replicate,0.000520815444698132,0.0228213813056557,27.16,0.0123893926084673,0.472,0.886193310303257,TXH1.2020.28,BGI_new,28,2020,TXH1.2020
Residual,0.00021826396257281,0.0147737592566283,11.38,0.0123893926084673,0.472,0.886193310303257,TXH1.2020.28,BGI_new,28,2020,TXH1.2020
Pedigree,6.10943102062904e-06,0.00247172632397461,3.31,0.00402972170841028,0.361,0.88277457107227,TXH1.2020.28,BCC,28,2020,TXH1.2020
Pass,2.17958268357979e-05,0.00466860009379663,11.81,0.00402972170841028,0.361,0.88277457107227,TXH1.2020.28,BCC,28,2020,TXH1.2020
Range,8.06481180329757e-05,0.00898042972429358,43.71,0.00402972170841028,0.361,0.88277457107227,TXH1.2020.28,BCC,28,2020,TXH1.2020
Replicate,5.43398761072543e-05,0.00737155859416815,29.45,0.00402972170841028,0.361,0.88277457107227,TXH1.2020.28,BCC,28,2020,TXH1.2020
Residual,2.16309259016678e-05,0.00465090592268515,11.72,0.00402972170841028,0.361,0.88277457107227,TXH1.2020.28,BCC,28,2020,TXH1.2020
Pedigree,1.85105267969574e-05,0.00430238617478225,35.71,0.00375176476270217,0.63,0.580288775655413,TXH1.2020.28,CIVE,28,2020,TXH1.2020
Pass,1.02092895454116e-05,0.00319519788830232,19.69,0.00375176476270217,0.63,0.580288775655413,TXH1.2020.28,CIVE,28,2020,TXH1.2020
Range,1.36069244548884e-06,0.00116648722474309,2.62,0.00375176476270217,0.63,0.580288775655413,TXH1.2020.28,CIVE,28,2020,TXH1.2020
Replicate,4.16503734457681e-10,2.04084231252118e-05,0,0.00375176476270217,0.63,0.580288775655413,TXH1.2020.28,CIVE,28,2020,TXH1.2020
Residual,2.17569295034054e-05,0.00466443238812671,41.97,0.00375176476270217,0.63,0.580288775655413,TXH1.2020.28,CIVE,28,2020,TXH1.2020
Pedigree,0.00117169789596405,0.0342300729763179,32.3,0.0291626495926604,0.637,0.63191368731994,TXH1.2020.28,COM1,28,2020,TXH1.2020
Pass,0.000827029269971449,0.0287581165929108,22.8,0.0291626495926604,0.637,0.63191368731994,TXH1.2020.28,COM1,28,2020,TXH1.2020
Range,0.000293809973320753,0.0171408860132944,8.1,0.0291626495926604,0.637,0.63191368731994,TXH1.2020.28,COM1,28,2020,TXH1.2020
Replicate,0,0,0,0.0291626495926604,0.637,0.63191368731994,TXH1.2020.28,COM1,28,2020,TXH1.2020
Residual,0.00133539051171664,0.0365429953851165,36.81,0.0291626495926604,0.637,0.63191368731994,TXH1.2020.28,COM1,28,2020,TXH1.2020
Pedigree,1.41140426478677e-05,0.00375686606733162,30.66,0.00292037551531969,0.673,0.701385274995825,TXH1.2020.28,COM2,28,2020,TXH1.2020
Pass,6.10641154369672e-06,0.00247111544523859,13.27,0.00292037551531969,0.673,0.701385274995825,TXH1.2020.28,COM2,28,2020,TXH1.2020
Range,8.28041204504766e-06,0.00287757051087331,17.99,0.00292037551531969,0.673,0.701385274995825,TXH1.2020.28,COM2,28,2020,TXH1.2020
Replicate,3.78180608248164e-06,0.00194468662834958,8.22,0.00292037551531969,0.673,0.701385274995825,TXH1.2020.28,COM2,28,2020,TXH1.2020
Residual,1.37443451703822e-05,0.00370733666806539,29.86,0.00292037551531969,0.673,0.701385274995825,TXH1.2020.28,COM2,28,2020,TXH1.2020
Pedigree,0.000123477593454205,0.0111120472215611,22.28,0.00862897456030323,0.672,0.782970200724416,TXH1.2020.28,ExG,28,2020,TXH1.2020
Pass,5.93625907203955e-05,0.00770471224124532,10.71,0.00862897456030323,0.672,0.782970200724416,TXH1.2020.28,ExG,28,2020,TXH1.2020
Range,0.000105741217602542,0.0102830548769586,19.08,0.00862897456030323,0.672,0.782970200724416,TXH1.2020.28,ExG,28,2020,TXH1.2020
Replicate,0.000145296830420332,0.0120539134898311,26.22,0.00862897456030323,0.672,0.782970200724416,TXH1.2020.28,ExG,28,2020,TXH1.2020
Residual,0.000120265759229075,0.0109665746351846,21.7,0.00862897456030323,0.672,0.782970200724416,TXH1.2020.28,ExG,28,2020,TXH1.2020
Pedigree,4.56239687793731e-05,0.00675455170824631,20.03,0.00558585761884088,0.648,0.782844206465927,TXH1.2020.28,ExG2,28,2020,TXH1.2020
Pass,2.01856846599671e-05,0.00449284816791833,8.86,0.00558585761884088,0.648,0.782844206465927,TXH1.2020.28,ExG2,28,2020,TXH1.2020
Range,9.24515699746942e-05,0.00961517394406852,40.59,0.00558585761884088,0.648,0.782844206465927,TXH1.2020.28,ExG2,28,2020,TXH1.2020
Replicate,2.00644843650656e-05,0.00447933972423007,8.81,0.00558585761884088,0.648,0.782844206465927,TXH1.2020.28,ExG2,28,2020,TXH1.2020
Residual,4.94663692474821e-05,0.00703323320013506,21.72,0.00558585761884088,0.648,0.782844206465927,TXH1.2020.28,ExG2,28,2020,TXH1.2020
Pedigree,0.00026912424676569,0.016405006759087,27.31,0.0156520364699946,0.591,0.621626038318231,TXH1.2020.28,ExGR,28,2020,TXH1.2020
